glossary_id,canonical_term,business_definition,domain,concept_category,semantic_class,lifecycle,parent_concept,derived_from,aliases,example,source,remarks
GLOSS-INS-000022,Policy Type,Classification of the insurance policy.,Insurance,Classification,Core,Stable,Policy Structure,,Policy Type,Comprehensive,Business,References Policy Type Master.
GLOSS-INS-000023,Policy Duration,Length of time for which the policy remains valid.,Insurance,Operational,Core,Stable,Policy Structure,,Policy Term,1 Year,Business,Supports renewals.
GLOSS-INS-000024,Policy Start Rule,Business rule governing policy commencement.,Insurance,Operational,Core,Stable,Policy Structure,,Policy Effective Date Rule,Immediate,Business,Policy issuance.
GLOSS-INS-000025,Policy Renewal Rule,Business rule governing renewals.,Insurance,Operational,Core,Stable,Policy Structure,,Renewal Rule,Annual Renewal,Business,Renewal workflow.
GLOSS-INS-000026,Waiting Period,Required waiting period before specific benefits become active.,Insurance,Operational,Core,Stable,Policy Structure,,Waiting Period,None,Business,Applicable where relevant.
GLOSS-INS-000027,Cooling-off Period,Period during which cancellation is permitted.,Insurance,Operational,Core,Stable,Policy Structure,,Cooling Period,15 Days,Regulatory,Customer protection.
GLOSS-INS-000028,Cancellation Rule,Rules governing cancellation of the policy.,Insurance,Operational,Core,Stable,Policy Structure,,Cancellation Policy,Pro-rata,Business,Contractual.
GLOSS-INS-000029,Policy Renewal Eligibility,Conditions determining policy renewal eligibility.,Insurance,Operational,Derived,Computed,Policy Structure,Policy Status,,Eligible,Derived,Supports renewals.
GLOSS-INS-000030,Policy Portability,Represents whether the policy supports portability between insurers.,Insurance,Operational,Core,Stable,Policy Structure,,Portability,Supported,Regulatory,Customer benefit.
GLOSS-INS-000031,Coverage Package,Represents the collection of protections included in an insurance product.,Insurance,Identity,Core,Stable,Insurance Product,,Coverage,Comprehensive Coverage,Business,Parent concept.
GLOSS-INS-000032,Coverage Type,Classification of coverage provided.,Insurance,Classification,Core,Stable,Coverage Package,,Coverage Category,Own Damage,Business,References Coverage Type Master.
GLOSS-INS-000033,Coverage Scope,Describes what risks are protected by the coverage.,Insurance,Identity,Core,Stable,Coverage Package,,Protection Scope,Accident and Theft,Business,Customer-facing.
GLOSS-INS-000034,Coverage Limit,Maximum payable amount under the coverage.,Insurance,Financial,Core,Stable,Coverage Package,,Coverage Limit,₹10,00,000,Business,Financial limit.
GLOSS-INS-000035,Coverage Territory,Geographic region where the coverage applies.,Insurance,Reference,Core,Stable,Coverage Package,,Coverage Area,India,Business,Policy applicability.
GLOSS-INS-000036,Mandatory Coverage,Indicates whether the coverage is mandatory.,Insurance,Operational,Core,Stable,Coverage Package,,Mandatory Cover,True,Regulatory,Required by law.
GLOSS-INS-000037,Optional Coverage,Indicates whether the coverage can be selected optionally.,Insurance,Operational,Core,Stable,Coverage Package,,Optional Cover,True,Business,Customer choice.
GLOSS-INS-000038,Coverage Conditions,Business conditions applicable to the coverage.,Insurance,Operational,Core,Stable,Coverage Package,,Coverage Terms,As per policy wording,Business,Contractual.
GLOSS-INS-000039,Coverage Priority,Business priority of the coverage within the product.,Insurance,Classification,Derived,Computed,Coverage Package,Coverage Type,,Primary,Derived,Supports explanation.
GLOSS-INS-000040,Coverage Summary,Short explanation of the overall coverage package.,Insurance,Derived,Derived,Computed,Coverage Package,Coverage Scope,,Comprehensive protection,Derived,Supports AI explanation.
GLOSS-INS-000041,Premium Structure,Represents the pricing model associated with the insurance product.,Insurance,Financial,Core,Stable,Insurance Product,,Premium Model,Standard Premium,Business,Parent concept.
GLOSS-INS-000042,Base Premium,Premium before discounts and loading.,Insurance,Financial,Core,Stable,Premium Structure,,Base Price,₹18,500,Business,Pricing input.
GLOSS-INS-000043,Premium Frequency,Frequency of premium payment.,Insurance,Financial,Core,Stable,Premium Structure,,Payment Frequency,Annual,Business,References Premium Frequency Master.
GLOSS-INS-000044,Premium Calculation Method,Business methodology used to calculate premiums.,Insurance,Financial,Core,Stable,Premium Structure,,Pricing Formula,Risk Based,Business,Supports explainability.
GLOSS-INS-000045,Premium Loading,Additional premium applied due to increased risk.,Insurance,Financial,Derived,Computed,Premium Structure,Risk Assessment,,₹2,000,Derived,Pricing adjustment.
GLOSS-INS-000046,Premium Discount,Reduction applied to the premium.,Insurance,Financial,Derived,Computed,Premium Structure,Discount Rules,,₹1,500,Derived,Pricing adjustment.
GLOSS-INS-000047,Net Premium,Final premium before taxes.,Insurance,Financial,Derived,Computed,Premium Structure,Base Premium;Premium Loading;Premium Discount,,₹19,000,Derived,Pricing output.
GLOSS-INS-000048,Gross Premium,Total premium including applicable taxes.,Insurance,Financial,Derived,Computed,Premium Structure,Net Premium,,₹22,420,Derived,Customer payable amount.
GLOSS-INS-000049,Deductible,Represents the portion of a claim that must be borne by the policyholder before insurance coverage applies.,Insurance,Financial,Core,Stable,Insurance Product,,Excess,Deductible,Business,Parent business concept.
GLOSS-INS-000050,Deductible Type,Classification of deductible applicable to the policy.,Insurance,Classification,Core,Stable,Deductible,,Excess Type,Compulsory,Business,Examples include Compulsory and Voluntary.
GLOSS-INS-000051,Compulsory Deductible,Mandatory deductible specified by regulation or insurer.,Insurance,Financial,Core,Stable,Deductible,,Mandatory Excess,₹1000,Regulatory,Required deductible.
GLOSS-INS-000052,Voluntary Deductible,Optional deductible selected by the policyholder.,Insurance,Financial,User Provided,Dynamic,Deductible,,Voluntary Excess,₹5000,Business,Premium optimization.
GLOSS-INS-000053,Total Deductible,Total deductible applicable to a claim.,Insurance,Financial,Derived,Computed,Deductible,Compulsory Deductible;Voluntary Deductible,,₹6000,Derived,Computed amount.
GLOSS-INS-000054,Deductible Applicability,Defines when the deductible applies.,Insurance,Operational,Core,Stable,Deductible,,Applicability,Own Damage Claims,Business,Business rule.
GLOSS-INS-000055,Deductible Waiver,Represents whether deductible waiver benefits are available.,Insurance,Operational,Core,Stable,Deductible,,Waiver,Available,Business,Optional product feature.
GLOSS-INS-000056,Deductible Summary,Human-readable summary of deductible rules.,Insurance,Derived,Derived,Computed,Deductible,Deductible Type;Total Deductible,,Standard Deductible,Derived,Supports AI explanations.
GLOSS-INS-000057,Add-on Coverage,Optional protection that enhances the base insurance product.,Insurance,Identity,Core,Stable,Insurance Product,,Rider,Zero Depreciation,Business,Parent business concept.
GLOSS-INS-000058,Add-on Name,Official name of the add-on coverage.,Insurance,Identity,Core,Stable,Add-on Coverage,,Add-on,Engine Protect,Business,Customer-facing.
GLOSS-INS-000059,Add-on Category,Classification of the add-on coverage.,Insurance,Classification,Core,Stable,Add-on Coverage,,Category,Damage Protection,Business,Supports recommendation.
GLOSS-INS-000060,Add-on Description,Business description of the add-on.,Insurance,Identity,Core,Stable,Add-on Coverage,,Description,Protects engine damage,Business,Customer explanation.
GLOSS-INS-000061,Add-on Premium,Additional premium charged for the add-on.,Insurance,Financial,Core,Stable,Add-on Coverage,,Additional Premium,₹1800,Business,Pricing component.
GLOSS-INS-000062,Add-on Eligibility,Conditions under which the add-on may be purchased.,Insurance,Operational,Core,Stable,Add-on Coverage,,Eligibility,Vehicle Age < 5 Years,Business,Business rule.
GLOSS-INS-000063,Add-on Coverage Scope,Risks protected by the add-on.,Insurance,Identity,Core,Stable,Add-on Coverage,,Protection Scope,Water Ingress,Business,Contractual definition.
GLOSS-INS-000064,Add-on Exclusions,Situations not covered by the add-on.,Insurance,Operational,Core,Stable,Add-on Coverage,,Exclusions,Negligence,Business,Supports explanation.
GLOSS-INS-000065,Add-on Popularity,Relative popularity of the add-on among customers.,Insurance,Assessment,Reference,Dynamic,Add-on Coverage,,Popularity,High,Analytics,Recommendation feature.
GLOSS-INS-000066,Recommended Add-on,Indicates whether the add-on is recommended for a customer profile.,Insurance,Derived,AI Generated,Computed,Add-on Coverage,Customer Profile;Vehicle Profile,,Recommended,AI,Recommendation output.
GLOSS-INS-000067,Policy Exclusion,Represents situations in which insurance protection is not provided.,Insurance,Operational,Core,Stable,Insurance Product,,Exclusion List,Drunk Driving,Business,Parent concept.
GLOSS-INS-000068,Exclusion Category,Classification of policy exclusions.,Insurance,Classification,Core,Stable,Policy Exclusion,,Category,Driver Behaviour,Business,Supports grouping.
GLOSS-INS-000069,Exclusion Description,Business description of the exclusion.,Insurance,Identity,Core,Stable,Policy Exclusion,,Description,Claims while intoxicated,Business,Customer explanation.
GLOSS-INS-000070,Mandatory Exclusion,Exclusion required by regulation.,Insurance,Regulatory,Core,Stable,Policy Exclusion,,Mandatory Exclusion,War Damage,Regulatory,Required exclusion.
GLOSS-INS-000071,Optional Exclusion,Insurer-specific exclusion beyond mandatory exclusions.,Insurance,Operational,Core,Stable,Policy Exclusion,,Insurer Exclusion,Racing Usage,Business,Product differentiation.
GLOSS-INS-000072,Exclusion Severity,Business importance of the exclusion.,Insurance,Classification,Derived,Computed,Policy Exclusion,Exclusion Category,,High,Derived,Supports ranking.
GLOSS-INS-000073,Exclusion Summary,Simplified explanation of policy exclusions.,Insurance,Derived,Derived,Computed,Policy Exclusion,Exclusion Description,,Important exclusions summarized,Derived,Supports AI explanation.
GLOSS-INS-000074,Product Eligibility,Represents the conditions that determine whether a customer is eligible to purchase the insurance product.,Insurance,Operational,Core,Stable,Insurance Product,,Eligibility Rules,Eligible,Business,Parent concept.
GLOSS-INS-000075,Minimum Driver Age,Minimum driver age permitted for the product.,Insurance,Operational,Core,Stable,Product Eligibility,,Minimum Age,18 Years,Business,Underwriting rule.
GLOSS-INS-000076,Maximum Driver Age,Maximum driver age permitted for the product.,Insurance,Operational,Core,Stable,Product Eligibility,,Maximum Age,80 Years,Business,Underwriting rule.
GLOSS-INS-000077,Eligible Vehicle Category,Vehicle categories supported by the product.,Insurance,Classification,Core,Stable,Product Eligibility,,Eligible Vehicle,Private Car,Business,References Vehicle Category Master.
GLOSS-INS-000078,Maximum Vehicle Age,Maximum vehicle age accepted by the product.,Insurance,Operational,Core,Stable,Product Eligibility,,Vehicle Age Limit,15 Years,Business,Eligibility criterion.
GLOSS-INS-000079,Eligible Registration Region,Geographic regions supported by the product.,Insurance,Reference,Core,Stable,Product Eligibility,,Registration State,India,Business,Supports product availability.
GLOSS-INS-000080,Required Documents,Documents required before policy issuance.,Insurance,Operational,Core,Stable,Product Eligibility,,Documents,RC;DL;Previous Policy,Business,Issuance requirement.
GLOSS-INS-000081,Eligibility Decision,Final decision regarding product eligibility.,Insurance,Derived,Derived,Computed,Product Eligibility,Eligibility Rules,,Eligible,Derived,Business decision.
GLOSS-INS-000082,Eligibility Reason,Business explanation supporting the eligibility decision.,Insurance,Derived,Derived,Computed,Product Eligibility,Eligibility Decision,,Vehicle Eligible,Derived,Supports explainability.
GLOSS-INS-000083,Underwriting,Represents the business process used to evaluate and price insurance risk.,Insurance,Operational,Core,Stable,Insurance Product,,Risk Evaluation,Standard Underwriting,Business,Parent business concept.
GLOSS-INS-000084,Underwriting Rule,A business rule applied during underwriting.,Insurance,Operational,Core,Stable,Underwriting,,Risk Rule,Vehicle Age <= 15 Years,Business,Decision rule.
GLOSS-INS-000085,Underwriting Factor,A factor influencing underwriting decisions.,Insurance,Risk,Core,Stable,Underwriting,,Risk Factor,Vehicle Age,Business,Used during risk evaluation.
GLOSS-INS-000086,Risk Acceptance Criteria,Conditions under which insurance risk is accepted.,Insurance,Risk,Core,Stable,Underwriting,,Acceptance Criteria,Low Risk Driver,Business,Eligibility rule.
GLOSS-INS-000087,Risk Rejection Criteria,Conditions under which insurance risk is rejected.,Insurance,Risk,Core,Stable,Underwriting,,Rejection Criteria,Vehicle Beyond Age Limit,Business,Eligibility rule.
GLOSS-INS-000088,Manual Underwriting Indicator,Indicates whether manual underwriting review is required.,Insurance,Operational,Derived,Computed,Underwriting,Risk Assessment,,False,Derived,Workflow trigger.
GLOSS-INS-000089,Underwriting Decision,Final underwriting decision for the insurance product.,Insurance,Operational,Derived,Computed,Underwriting,Risk Acceptance Criteria;Risk Rejection Criteria,,Accepted,Derived,Business outcome.
GLOSS-INS-000090,Underwriting Summary,Simplified explanation of the underwriting decision.,Insurance,Derived,Derived,Computed,Underwriting,Underwriting Decision,,Accepted with Standard Terms,Derived,Supports AI explanations.
GLOSS-INS-000091,Product Lifecycle,Represents the operational lifecycle of an insurance product.,Insurance,Operational,Core,Dynamic,Insurance Product,,Lifecycle,Active,Business,Parent concept.
GLOSS-INS-000092,Launch Date,Date on which the insurance product became available.,Insurance,Operational,Core,Stable,Product Lifecycle,,Launch Date,2025-04-01,Business,Product release.
GLOSS-INS-000093,Product Availability,Indicates whether the product is currently available for purchase.,Insurance,Operational,Derived,Computed,Product Lifecycle,Product Status,,Available,Derived,Customer visibility.
GLOSS-INS-000094,Product Revision,Revision identifier of the insurance product.,Insurance,Operational,Core,Dynamic,Product Lifecycle,,Revision,v1.2,Business,Version tracking.
GLOSS-INS-000095,Retirement Date,Date on which the insurance product is withdrawn from sale.,Insurance,Operational,Core,Dynamic,Product Lifecycle,,Retirement Date,2032-03-31,Business,Future lifecycle event.
GLOSS-INS-000096,Lifecycle Status,Current lifecycle classification of the product.,Insurance,Operational,Derived,Computed,Product Lifecycle,Launch Date;Retirement Date,,Active,Derived,Operational status.
GLOSS-INS-000097,Successor Product,Insurance product replacing the current product after retirement.,Insurance,Reference,Core,Dynamic,Product Lifecycle,,Replacement Product,Motor Comprehensive Plus,Business,Supports migration.
GLOSS-INS-000091,Product Lifecycle,Represents the operational lifecycle of an insurance product.,Insurance,Operational,Core,Dynamic,Insurance Product,,Lifecycle,Active,Business,Parent concept.
GLOSS-INS-000092,Launch Date,Date on which the insurance product became available.,Insurance,Operational,Core,Stable,Product Lifecycle,,Launch Date,2025-04-01,Business,Product release.
GLOSS-INS-000093,Product Availability,Indicates whether the product is currently available for purchase.,Insurance,Operational,Derived,Computed,Product Lifecycle,Product Status,,Available,Derived,Customer visibility.
GLOSS-INS-000094,Product Revision,Revision identifier of the insurance product.,Insurance,Operational,Core,Dynamic,Product Lifecycle,,Revision,v1.2,Business,Version tracking.
GLOSS-INS-000095,Retirement Date,Date on which the insurance product is withdrawn from sale.,Insurance,Operational,Core,Dynamic,Product Lifecycle,,Retirement Date,2032-03-31,Business,Future lifecycle event.
GLOSS-INS-000096,Lifecycle Status,Current lifecycle classification of the product.,Insurance,Operational,Derived,Computed,Product Lifecycle,Launch Date;Retirement Date,,Active,Derived,Operational status.
GLOSS-INS-000097,Successor Product,Insurance product replacing the current product after retirement.,Insurance,Reference,Core,Dynamic,Product Lifecycle,,Replacement Product,Motor Comprehensive Plus,Business,Supports migration.
GLOSS-INS-000105,Product Assessment,Business assessment summarizing the overall quality and suitability of the insurance product.,Insurance,Operational,AI Generated,Computed,Insurance Product,,Product Evaluation,Preferred Product,AI,Parent business concept.
GLOSS-INS-000106,Product Risk Score,Composite risk score associated with the insurance product.,Insurance,Risk,AI Generated,Computed,Product Assessment,Underwriting;Claims Experience,,26,AI,Supports recommendation.
GLOSS-INS-000107,Product Value Score,Composite score representing value offered by the product.,Insurance,Risk,AI Generated,Computed,Product Assessment,Coverage Package;Premium Structure,,91,AI,Recommendation feature.
GLOSS-INS-000108,Recommendation Score,Overall recommendation score generated by the recommendation engine.,Insurance,Risk,AI Generated,Computed,Product Assessment,Customer Profile;Vehicle Profile;Driver Profile,,94,AI,Primary ranking score.
GLOSS-INS-000109,Recommendation Rank,Relative ranking of the product among candidate recommendations.,Insurance,Derived,AI Generated,Computed,Product Assessment,Recommendation Score,,1,AI,Recommendation ordering.
GLOSS-INS-000110,Recommendation Confidence,Confidence score associated with the recommendation.,Insurance,Risk,AI Generated,Computed,Product Assessment,Recommendation Engine,,96%,AI,Supports explainability.
GLOSS-INS-000111,Suitability Score,Composite score representing product suitability for a customer profile.,Insurance,Risk,AI Generated,Computed,Product Assessment,Eligibility;Coverage Package;Premium Structure,,92,AI,Recommendation feature.
GLOSS-INS-000112,Competitive Score,Relative competitiveness of the product compared to similar offerings.,Insurance,Risk,AI Generated,Computed,Product Assessment,Market Comparison,,88,AI,Market positioning.
GLOSS-INS-000113,Product Trust Score,Composite trust score assigned to the insurance product.,Insurance,Risk,AI Generated,Computed,Product Assessment,Insurance Company Rating;Claim Settlement Ratio,,95,AI,Supports ranking.
GLOSS-INS-000114,Assessment Date,Date on which the product assessment was generated.,Insurance,Operational,Core,Dynamic,Product Assessment,,Assessment Timestamp,2026-07-01,Platform,Assessment metadata.
GLOSS-INS-000115,Assessment Version,Version of the assessment methodology.,Insurance,Operational,Core,Stable,Product Assessment,,Assessment Model,1.0.0,Platform,Supports reproducibility.
GLOSS-INS-000116,Assessment Remarks,Additional remarks associated with the product assessment.,Insurance,Operational,Core,Dynamic,Product Assessment,,Assessment Notes,Excellent Value Product,Platform,Human-readable summary.
GLOSS-INS-000117,Preferred Customer Segment,Customer segment for which the product is best suited.,Insurance,Classification,AI Generated,Computed,Product Assessment,Recommendation Engine,,Urban Families,AI,Recommendation insight.
GLOSS-INS-000118,Preferred Vehicle Segment,Vehicle segment for which the product is optimized.,Insurance,Classification,AI Generated,Computed,Product Assessment,Recommendation Engine,,Compact SUV,AI,Recommendation insight.
GLOSS-INS-000119,Next Best Alternative,Alternative insurance product recommended if this product is unsuitable.,Insurance,Reference,AI Generated,Computed,Product Assessment,Recommendation Engine,,Motor Secure Plus,AI,Supports recommendation.
GLOSS-INS-000120,Recommendation Summary,Natural-language explanation describing why the product is recommended.,Insurance,Derived,AI Generated,Computed,Product Assessment,Recommendation Score;Suitability Score,,Best balance of premium, coverage and claim support.,AI,Primary explanation presented to the customer.

