schema_id,entity_id,attribute_name,business_definition,data_type,required,derived,derived_from,default_value,validation_rule,reference_catalog,collection_source,privacy_class,example_value,ai_importance,remarks
SCH-REC-000013,ENT-REC-000002,ranking_score,Ranking score.,Decimal,Yes,Yes,ranking_engine,,Value Range,,AI Generated,Internal,96.5,High,
SCH-REC-000014,ENT-REC-000002,ranking_confidence,Ranking confidence.,Decimal,Yes,Yes,ranking_engine,,Percentage Range,,AI Generated,Internal,98,High,
SCH-REC-000015,ENT-REC-000002,ranking_summary,Simplified ranking explanation.,Text,Yes,Yes,ranking_score,,Domain Constraint,,Derived,Public,Ranked highest by value and coverage.,Low,
SCH-REC-000016,ENT-REC-000003,explanation_identifier,Unique explanation identifier.,Identifier,Yes,No,,,Required;Unique,,Internal System,Internal,EXP-100001,Medium,
SCH-REC-000017,ENT-REC-000003,explanation_type,Explanation classification.,Enumeration,Yes,No,,,Reference Integrity,Explanation Type Master,Business,Internal,Coverage Explanation,Medium,
SCH-REC-000018,ENT-REC-000003,explanation_text,Natural-language explanation.,Text,Yes,Yes,llm_reasoner,,Domain Constraint,,AI Generated,Restricted,Recommended because of maximum protection.,Critical,
SCH-REC-000019,ENT-REC-000003,explanation_confidence,Explanation confidence.,Decimal,Yes,Yes,llm_reasoner,,Percentage Range,,AI Generated,Internal,98,High,
SCH-REC-000020,ENT-REC-000003,supporting_evidence,Knowledge supporting explanation.,Text,Yes,Yes,knowledge_graph,,Domain Constraint,,Derived,Internal,Coverage rules and claims history.,High,
SCH-REC-000021,ENT-REC-000003,explanation_summary,Simplified explanation.,Text,Yes,Yes,explanation_text,,Domain Constraint,,Derived,Public,Recommended for complete protection.,Low,
SCH-REC-000022,ENT-REC-000004,reasoning_strategy,Reasoning strategy used.,Enumeration,Yes,No,,,Reference Integrity,Reasoning Strategy Master,AI Generated,Internal,Hybrid Rule + LLM,Critical,
SCH-REC-000023,ENT-REC-000004,rule_match_count,Number of matched business rules.,Integer,Yes,Yes,rule_engine,,Positive Number,,Derived,Internal,18,High,
SCH-REC-000024,ENT-REC-000004,retrieved_knowledge,Knowledge retrieved during reasoning.,Text,Yes,Yes,rag_pipeline,,Domain Constraint,,Derived,Restricted,Policy documents and regulations.,High,
SCH-REC-000025,ENT-REC-000004,reasoning_path,High-level reasoning path.,Text,Yes,Yes,reasoning_engine,,Domain Constraint,,AI Generated,Restricted,Customer→Vehicle→Coverage→Ranking,Critical,
SCH-REC-000026,ENT-REC-000004,reasoning_confidence,Reasoning confidence.,Decimal,Yes,Yes,reasoning_engine,,Percentage Range,,AI Generated,Internal,97,Critical,
SCH-REC-000027,ENT-REC-000004,reasoning_summary,Simplified reasoning explanation.,Text,Yes,Yes,reasoning_path,,Domain Constraint,,Derived,Public,Recommendation satisfies customer profile and regulations.,Low,
SCH-REC-000028,ENT-REC-000005,decision_type,Decision classification.,Enumeration,Yes,No,,,Reference Integrity,Decision Type Master,Business,Internal,Purchase Decision,Medium,
SCH-REC-000029,ENT-REC-000005,decision_outcome,Recommended business decision.,Text,Yes,Yes,reasoning_engine,,Domain Constraint,,AI Generated,Public,Purchase comprehensive policy.,Critical,
SCH-REC-000030,ENT-REC-000005,risk_tradeoff,Risk tradeoff considered.,Text,Yes,Yes,optimizer,,Domain Constraint,,AI Generated,Internal,Premium versus protection.,High,
SCH-REC-000031,ENT-REC-000005,alternative_options,Alternative recommendations.,Text,Yes,Yes,ranking_engine,,Domain Constraint,,Derived,Public,Policy B; Policy C.,Medium,
SCH-REC-000032,ENT-REC-000005,decision_confidence,Decision confidence.,Decimal,Yes,Yes,reasoning_engine,,Percentage Range,,AI Generated,Internal,98,Critical,
SCH-REC-000033,ENT-REC-000005,decision_summary,Simplified decision explanation.,Text,Yes,Yes,decision_outcome,,Domain Constraint,,Derived,Public,Best balance between premium and coverage.,Low,
SCH-REC-000034,ENT-REC-000006,conversation_identifier,Conversation identifier.,Identifier,Yes,No,,,Required;Unique,,Internal System,Internal,CONV-100001,Medium,
SCH-REC-000035,ENT-REC-000006,conversation_channel,Conversation channel.,Enumeration,Yes,No,,,Reference Integrity,Channel Master,Business,Internal,Web Chat,Medium,
SCH-REC-000036,ENT-REC-000006,conversation_intent,Detected customer intent.,Enumeration,Yes,Yes,intent_classifier,,Reference Integrity,Intent Master,AI Generated,Internal,Buy Insurance,Critical,
SCH-REC-000037,ENT-REC-000006,conversation_state,Current dialogue state.,Enumeration,Yes,Yes,dialogue_manager,,Reference Integrity,Conversation State Master,Derived,Internal,Recommendation Phase,Medium,
SCH-REC-000038,ENT-REC-000006,context_completeness,Conversation completeness score.,Decimal,Yes,Yes,context_engine,,Percentage Range,,AI Generated,Internal,95,Medium,
SCH-REC-000039,ENT-REC-000006,conversation_summary,Simplified conversation summary.,Text,Yes,Yes,conversation_state,,Domain Constraint,,Derived,Public,Customer searching for comprehensive insurance.,Low,
SCH-REC-000040,ENT-REC-000007,feedback_identifier,Unique feedback identifier.,Identifier,Yes,No,,,Required;Unique,,Internal System,Internal,FDBK-100001,Medium,
SCH-REC-000041,ENT-REC-000007,feedback_rating,Customer rating.,Integer,Yes,No,,,Value Range,,Customer,Internal,5,Medium,
SCH-REC-000042,ENT-REC-000007,recommendation_accepted,Recommendation accepted indicator.,Boolean,Yes,No,,,,,Customer,Internal,True,High,
SCH-REC-000043,ENT-REC-000007,learning_signal,Learning signal generated from feedback.,Enumeration,Yes,Yes,feedback_engine,,Reference Integrity,Learning Signal Master,AI Generated,Internal,Positive,Critical,
SCH-REC-000044,ENT-REC-000007,feedback_summary,Simplified feedback explanation.,Text,Yes,Yes,feedback_rating,,Domain Constraint,,Derived,Public,Customer accepted recommendation.,Low,
SCH-REC-000045,ENT-REC-000008,lifecycle_stage,Current lifecycle stage.,Enumeration,Yes,Yes,workflow,,Reference Integrity,Lifecycle Stage Master,Derived,Internal,Generated,Critical,
SCH-REC-000046,ENT-REC-000008,recommendation_validity,Recommendation validity period.,Integer,Yes,No,,,Positive Number,,Business,Internal,30,Medium,
SCH-REC-000047,ENT-REC-000008,refresh_indicator,Recommendation refresh required.,Boolean,Yes,Yes,recommendation_engine,,Domain Constraint,,Derived,Internal,False,Medium,
SCH-REC-000048,ENT-REC-000008,lifecycle_summary,Simplified lifecycle explanation.,Text,Yes,Yes,lifecycle_stage,,Domain Constraint,,Derived,Public,Recommendation currently active.,Low,
SCH-REC-000049,ENT-REC-000009,trace_identifier,Recommendation trace identifier.,Identifier,Yes,No,,,Required;Unique,,Internal System,Internal,TRACE-100001,Medium,
SCH-REC-000050,ENT-REC-000009,feature_sources,Business features used.,Text,Yes,Yes,feature_store,,Domain Constraint,,Derived,Restricted,Customer;Vehicle;Claims,Critical,
SCH-REC-000051,ENT-REC-000009,knowledge_references,Knowledge referenced.,Text,Yes,Yes,rag_pipeline,,Domain Constraint,,Derived,Restricted,Policy;Coverage;Regulatory,Critical,
SCH-REC-000052,ENT-REC-000009,reasoning_trace,Machine-readable reasoning graph.,Text,Yes,Yes,reasoning_engine,,Domain Constraint,,AI Generated,Restricted,Customer→Coverage→Ranking→Recommendation,Critical,
SCH-REC-000053,ENT-REC-000009,execution_duration,Pipeline execution time.,Decimal,Yes,Yes,pipeline_monitor,,Positive Number,,Derived,Internal,1.2,Medium,
SCH-REC-000054,ENT-REC-000009,trace_summary,Simplified trace explanation.,Text,Yes,Yes,reasoning_trace,,Domain Constraint,,Derived,Public,Fully traceable recommendation.,Low,
SCH-REC-000055,ENT-REC-000010,recommendation_quality_score,Overall recommendation quality.,Decimal,Yes,Yes,assessment_engine,,Value Range,,AI Generated,Internal,97,Critical,
SCH-REC-000056,ENT-REC-000010,personalization_score,Personalization quality score.,Decimal,Yes,Yes,personalization_engine,,Value Range,,AI Generated,Internal,95,High,
SCH-REC-000057,ENT-REC-000010,explainability_score,Explainability quality score.,Decimal,Yes,Yes,explanation_engine,,Value Range,,AI Generated,Internal,98,Critical,
SCH-REC-000058,ENT-REC-000010,fairness_score,Fairness assessment score.,Decimal,Yes,Yes,fairness_engine,,Value Range,,AI Generated,Internal,96,High,
SCH-REC-000059,ENT-REC-000010,assessment_confidence,Assessment confidence.,Decimal,Yes,Yes,assessment_engine,,Percentage Range,,AI Generated,Internal,99,Critical,
SCH-REC-000060,ENT-REC-000010,optimization_recommendation,Recommendation for improving recommendation quality.,Text,No,Yes,assessment_engine,,Domain Constraint,,AI Generated,Internal,Collect additional driving history.,Medium,
SCH-REC-000061,ENT-REC-000010,ai_orchestration_summary,Natural-language orchestration summary.,Text,Yes,Yes,ai_orchestrator,,Domain Constraint,,AI Generated,Public,Knowledge fused across all enterprise domains.,Critical,
SCH-REC-000062,ENT-REC-000010,decision_intelligence_summary,Final executive summary of AI decision.,Text,Yes,Yes,llm_reasoner,,Domain Constraint,,AI Generated,Public,Best policy selected with high confidence and regulatory compliance.,Critical,
