glossary_id,canonical_term,business_definition,domain,concept_category,semantic_class,lifecycle,parent_concept,derived_from,aliases,example,source,remarks
GLOSS-CUST-000018,Gender,The customer's gender.,Customer,Profile,User Provided,Stable,Customer,,Sex,Male,Business,References Gender Master.
GLOSS-CUST-000019,Marital Status,The customer's current marital status.,Customer,Profile,User Provided,Dynamic,Customer,,Civil Status,Married,Business,References Marital Status Master.
GLOSS-CUST-000020,Nationality,The country of nationality of the customer.,Customer,Profile,User Provided,Stable,Customer,,Citizenship,Indian,Business,References Country Master.
GLOSS-CUST-000021,Residential Status,The customer's residential classification.,Customer,Classification,User Provided,Dynamic,Customer,,Residency Status,Resident,Business,Supports compliance.
GLOSS-CUST-000022,Preferred Name,The name preferred by the customer for communication.,Customer,Profile,User Provided,Dynamic,Customer,,Display Name,Rahul,Business,Customer-facing interactions.
GLOSS-CUST-000023,Mobile Number,The customer's primary mobile contact number.,Customer,Profile,User Provided,Dynamic,Customer,,Phone Number,+919876543210,Business,Primary communication channel.
GLOSS-CUST-000024,Alternate Mobile Number,An additional mobile contact number.,Customer,Profile,User Provided,Dynamic,Customer,,Secondary Phone,+919812345678,Business,Optional contact.
GLOSS-CUST-000025,Email Address,The customer's primary email address.,Customer,Profile,User Provided,Dynamic,Customer,,Email,rahul@example.com,Business,Primary electronic communication.
GLOSS-CUST-000026,Alternate Email Address,A secondary email address used by the customer.,Customer,Profile,User Provided,Dynamic,Customer,,Secondary Email,rahul.work@example.com,Business,Optional.
GLOSS-CUST-000027,Preferred Contact Method,The communication channel preferred by the customer.,Customer,Preference,User Provided,Dynamic,Customer,,Contact Preference,Mobile,Business,Supports communication.
GLOSS-CUST-000028,Preferred Contact Time,The preferred time window for contacting the customer.,Customer,Preference,User Provided,Dynamic,Customer,,Contact Window,Evening,Business,Improves customer experience.
GLOSS-CUST-000029,Email Verification Status,Indicates whether the customer's email has been verified.,Customer,Operational,Derived,Dynamic,Customer,Email Address,,Verified,Platform,Derived from verification workflow.
GLOSS-CUST-000030,Mobile Verification Status,Indicates whether the customer's mobile number has been verified.,Customer,Operational,Derived,Dynamic,Customer,Mobile Number,,Verified,Platform,Derived from OTP verification.
GLOSS-CUST-000031,Emergency Contact Name,The name of the customer's emergency contact person.,Customer,Profile,User Provided,Dynamic,Customer,,Emergency Contact,Amit Sharma,Business,Supports emergency communication.
GLOSS-CUST-000032,Emergency Contact Number,The contact number of the customer's emergency contact.,Customer,Profile,User Provided,Dynamic,Customer,,Emergency Phone,+919811112222,Business,Supports emergency communication.
GLOSS-CUST-000033,Residential Address,The customer's primary residential address.,Customer,Profile,User Provided,Dynamic,Customer,,Home Address,Pune,Business,Primary address.
GLOSS-CUST-000034,Address Line 1,The primary street address.,Customer,Profile,User Provided,Dynamic,Residential Address,,Street Address,Flat 201,Business,Address component.
GLOSS-CUST-000035,Address Line 2,Additional address information if applicable.,Customer,Profile,User Provided,Dynamic,Residential Address,,Apartment Details,Sunrise Residency,Business,Optional.
GLOSS-CUST-000036,City,The city associated with the customer's address.,Customer,Reference,User Provided,Dynamic,Residential Address,,City,Pune,Business,References City Master.
GLOSS-CUST-000037,District,The district associated with the customer's address.,Customer,Reference,User Provided,Dynamic,Residential Address,,District,Pune,Business,References District Master.
GLOSS-CUST-000038,State,The state or union territory associated with the customer's address.,Customer,Reference,User Provided,Dynamic,Residential Address,,State,Maharashtra,Business,References State Master.
GLOSS-CUST-000039,Country,The country associated with the customer's address.,Customer,Reference,User Provided,Stable,Residential Address,,Country,India,Business,References Country Master.
GLOSS-CUST-000040,Postal Code,The postal code associated with the address.,Customer,Profile,User Provided,Dynamic,Residential Address,,PIN Code,411001,Business,Supports location validation.
GLOSS-CUST-000041,Address Type,The classification of the address.,Customer,Classification,User Provided,Dynamic,Residential Address,,Address Category,Permanent,Business,Examples include Permanent and Correspondence.
GLOSS-CUST-000042,Residence Ownership,The customer's ownership status for the residence.,Customer,Profile,User Provided,Dynamic,Residential Address,,Residence Type,Owned,Business,Supports customer profiling.
GLOSS-CUST-000043,Education Level,The highest level of education completed by the customer.,Customer,Profile,User Provided,Dynamic,Customer,,Educational Qualification,Bachelor's Degree,Business,References Education Level Master.
GLOSS-CUST-000044,Primary Language,The primary language spoken by the customer.,Customer,Profile,User Provided,Dynamic,Customer,,Mother Tongue,Hindi,Business,Supports multilingual interactions.
GLOSS-CUST-000045,Secondary Language,An additional language understood by the customer.,Customer,Profile,User Provided,Dynamic,Customer,,Second Language,English,Business,Optional.
GLOSS-CUST-000046,Family Size,The total number of people in the customer's household.,Customer,Profile,User Provided,Dynamic,Customer,,Household Size,4,Business,Supports profiling.
GLOSS-CUST-000047,Number of Dependents,The number of financially dependent individuals supported by the customer.,Customer,Profile,User Provided,Dynamic,Customer,,Dependents,2,Business,Supports financial profiling.
GLOSS-CUST-000048,Residential Stability,Represents the stability of the customer's residence over time.,Customer,Derived,Derived,Computed,Customer,Residence Ownership,,High,Derived,Supports risk assessment.
GLOSS-CUST-000049,Citizenship Status,The customer's legal citizenship status.,Customer,Regulatory,User Provided,Stable,Customer,,Citizenship,Indian Citizen,Regulatory,Supports compliance.
GLOSS-CUST-000050,Customer Persona,A high-level behavioral classification of the customer.,Customer,Derived,AI Generated,Computed,Customer,Occupation;Income;Insurance Preferences,,Young Professional,AI,Supports personalization.
GLOSS-CUST-000051,Occupation,The customer's primary occupation.,Customer,Profile,User Provided,Dynamic,Customer,,Profession,Software Engineer,Business,References Occupation Master.
GLOSS-CUST-000052,Employment Status,The customer's current employment status.,Customer,Profile,User Provided,Dynamic,Customer,,Employment,Employed,Business,Supports underwriting.
GLOSS-CUST-000053,Employer Name,The organization employing the customer.,Customer,Profile,User Provided,Dynamic,Customer,,Employer,TCS,Business,Optional.
GLOSS-CUST-000054,Industry Sector,The industry in which the customer works.,Customer,Classification,User Provided,Dynamic,Customer,,Industry,Information Technology,Business,Supports analytics.
GLOSS-CUST-000055,Annual Income,The customer's estimated annual income.,Customer,Financial,User Provided,Dynamic,Customer,,Income,1200000,Business,Supports affordability analysis.
GLOSS-CUST-000056,Income Range,A categorized representation of the customer's annual income.,Customer,Financial,Derived,Computed,Customer,Annual Income,,10-15 Lakhs,Derived,Supports recommendations.
GLOSS-CUST-000057,Income Stability,Represents the stability of the customer's income.,Customer,Risk,AI Generated,Computed,Customer,Employment Status;Annual Income,,High,AI,Supports underwriting.
GLOSS-CUST-000058,Credit Profile,Represents the customer's overall financial credit standing.,Customer,Risk,Reference,Dynamic,Customer,,Credit Rating,Good,External Credit Bureau,Optional external integration.
GLOSS-CUST-000059,Affordability Level,Represents the customer's ability to afford insurance products.,Customer,Derived,Derived,Computed,Customer,Annual Income;Income Stability,,High,Derived,Supports recommendation engine.
GLOSS-CUST-000060,Financial Risk Category,A categorized assessment of the customer's financial risk.,Customer,Risk,AI Generated,Computed,Customer,Income Stability;Credit Profile,,Low Risk,AI,Supports underwriting.
GLOSS-CUST-000061,Preferred Insurance Company,The insurer preferred by the customer.,Customer,Preference,User Provided,Dynamic,Customer,,Preferred Insurer,HDFC ERGO,Business,References Insurance Company Master.
GLOSS-CUST-000062,Preferred Policy Type,The type of insurance policy preferred by the customer.,Customer,Preference,User Provided,Dynamic,Customer,,Policy Preference,Comprehensive,Business,Supports recommendations.
GLOSS-CUST-000063,Preferred Coverage Level,The desired level of insurance coverage.,Customer,Preference,User Provided,Dynamic,Customer,,Coverage Preference,High,Business,Supports policy matching.
GLOSS-CUST-000064,Preferred Add-ons,The optional policy add-ons preferred by the customer.,Customer,Preference,User Provided,Dynamic,Customer,,Add-ons,Zero Depreciation,Business,References Add-on Master.
GLOSS-CUST-000065,Preferred Premium Range,The premium amount the customer is willing to pay.,Customer,Financial,User Provided,Dynamic,Customer,,Premium Budget,18000,Business,Supports recommendation filtering.
GLOSS-CUST-000066,Risk Appetite,Represents the customer's willingness to accept insurance risk.,Customer,Risk,User Provided,Dynamic,Customer,,Risk Preference,Moderate,Business,Supports recommendation strategy.
GLOSS-CUST-000067,Claim Preference,Represents the customer's preference regarding claim convenience versus premium savings.,Customer,Preference,User Provided,Dynamic,Customer,,Claim Priority,Cashless Repairs,Business,Supports ranking.
GLOSS-CUST-000068,Preferred Repair Network,Represents the customer's preferred repair network.,Customer,Preference,User Provided,Dynamic,Customer,,Garage Preference,Authorized Garage,Business,Supports policy selection.
GLOSS-CUST-000069,Policy Comparison Preference,Represents how the customer prefers policies to be compared.,Customer,Preference,User Provided,Dynamic,Customer,,Comparison Priority,Coverage,Business,Examples include Price, Coverage, Claim Ratio.
GLOSS-CUST-000070,Recommendation Objective,Represents the primary objective guiding policy recommendations.,Customer,Derived,Derived,Computed,Customer,Insurance Preferences,,Best Value,Derived,Supports AI recommendation.
GLOSS-CUST-000071,Preferred Communication Channel,The customer's preferred communication medium.,Customer,Preference,User Provided,Dynamic,Customer,,Communication Channel,WhatsApp,Business,Supports engagement.
GLOSS-CUST-000072,Preferred Notification Channel,The preferred channel for receiving notifications.,Customer,Preference,User Provided,Dynamic,Customer,,Notification Channel,SMS,Business,Supports reminders.
GLOSS-CUST-000073,Marketing Consent,Indicates whether the customer consents to marketing communications.,Customer,Regulatory,User Provided,Dynamic,Customer,,Marketing Opt-in,Yes,Regulatory,Consent management.
GLOSS-CUST-000074,Communication Consent,Indicates whether the customer consents to platform communications.,Customer,Regulatory,User Provided,Dynamic,Customer,,Communication Consent,Yes,Regulatory,Consent management.
GLOSS-CUST-000075,Data Processing Consent,Indicates whether the customer consents to data processing.,Customer,Regulatory,User Provided,Dynamic,Customer,,Data Consent,Yes,Regulatory,Privacy compliance.
GLOSS-CUST-000076,Personalization Consent,Indicates whether personalized recommendations are permitted.,Customer,Regulatory,User Provided,Dynamic,Customer,,Personalization Consent,Yes,Regulatory,AI compliance.
GLOSS-CUST-000077,Notification Frequency,Represents how often the customer wishes to receive notifications.,Customer,Preference,User Provided,Dynamic,Customer,,Notification Frequency,Monthly,Business,Supports engagement.
GLOSS-CUST-000078,Preferred Communication Language,The language preferred for communications.,Customer,Preference,User Provided,Dynamic,Customer,,Communication Language,English,Business,Supports localization.
GLOSS-CUST-000079,KYC Completion Status,Represents whether KYC requirements have been completed.,Customer,Regulatory,Derived,Dynamic,Customer,KYC Status,,Completed,Derived,Eligibility prerequisite.
GLOSS-CUST-000080,Insurance Eligibility,Represents whether the customer is eligible to purchase insurance.,Customer,Derived,Derived,Computed,Customer,KYC Completion Status,,Eligible,Derived,Overall eligibility.
GLOSS-CUST-000081,Regulatory Compliance Status,Represents whether regulatory requirements have been satisfied.,Customer,Regulatory,Derived,Dynamic,Customer,KYC Completion Status,,Compliant,Derived,Supports compliance.
GLOSS-CUST-000082,Identity Verification Status,Represents whether customer identity has been verified.,Customer,Regulatory,Derived,Dynamic,Customer,KYC Status,,Verified,Derived,Identity verification.
GLOSS-CUST-000083,Contact Verification Status,Represents whether customer contact details have been verified.,Customer,Operational,Derived,Dynamic,Customer,Email Verification Status;Mobile Verification Status,,Verified,Derived,Supports communication.
GLOSS-CUST-000084,Profile Completion Status,Represents the completeness of the customer's profile.,Customer,Derived,Derived,Computed,Customer,,Profile Complete,Derived,Supports onboarding.
GLOSS-CUST-000085,Customer Verification Score,A score representing the completeness and reliability of customer verification.,Customer,Risk,AI Generated,Computed,Customer,Identity Verification Status;Contact Verification Status,,96,AI,Supports trust assessment.
GLOSS-CUST-000086,Onboarding Status,Represents the customer's onboarding progress.,Customer,Operational,Derived,Dynamic,Customer,Profile Completion Status,,Completed,Derived,Supports workflow.
GLOSS-CUST-000087,Customer Segment,A business classification grouping similar customers.,Customer,Classification,Derived,Computed,Customer,Age;Income Range;Occupation,,Urban Professional,Derived,Business analytics.
GLOSS-CUST-000088,Customer Risk Score,A composite assessment of the customer's insurance-related risk.,Customer,Risk,AI Generated,Computed,Customer,Income Stability;Insurance Eligibility,,82,AI,Recommendation input.
GLOSS-CUST-000089,Fraud Risk Score,A predicted likelihood of fraudulent activity.,Customer,Risk,AI Generated,Computed,Customer,Customer Profile,,Low,AI,Fraud analytics.
GLOSS-CUST-000090,Customer Trust Score,A composite measure of customer trustworthiness.,Customer,Risk,AI Generated,Computed,Customer,Verification Score,,91,AI,Supports underwriting.
GLOSS-CUST-000091,Policy Purchase Readiness,Represents the customer's readiness to purchase insurance.,Customer,Derived,Derived,Computed,Customer,Profile Completion Status;Insurance Eligibility,,Ready,Derived,Recommendation workflow.
GLOSS-CUST-000092,Customer Lifetime Value,A predicted estimate of the long-term business value of the customer.,Customer,Financial,AI Generated,Computed,Customer,Customer Segment,,High,AI,Business analytics.
GLOSS-CUST-000093,Customer Retention Risk,A prediction of the likelihood that the customer may discontinue using the platform.,Customer,Risk,AI Generated,Computed,Customer,Customer Engagement,,Low,AI,Retention analytics.
GLOSS-CUST-000094,Recommendation Readiness,Represents whether sufficient customer information exists to generate reliable recommendations.,Customer,Derived,Derived,Computed,Customer,Profile Completion Status;Insurance Preferences,,Ready,Derived,AI workflow trigger.
