schema_id,entity_id,attribute_name,business_definition,data_type,required,derived,derived_from,default_value,validation_rule,reference_catalog,collection_source,privacy_class,example_value,ai_importance,remarks
SCH-REG-000044,ENT-REG-000007,version_summary,Simplified version explanation.,Text,Yes,Yes,version_number,,Domain Constraint,,Derived,Public,Current rule version.,Low,
SCH-REG-000045,ENT-REG-000008,lifecycle_stage,Current lifecycle stage.,Enumeration,Yes,Yes,workflow,,Reference Integrity,Lifecycle Stage Master,Derived,Internal,Published,Critical,
SCH-REG-000046,ENT-REG-000008,publication_status,Publication status.,Enumeration,Yes,Yes,publication_engine,,Reference Integrity,Publication Status Master,Derived,Internal,Published,Medium,
SCH-REG-000047,ENT-REG-000008,superseded_indicator,Whether regulation has been superseded.,Boolean,Yes,Yes,version_history,,Domain Constraint,,Derived,Internal,False,Medium,
SCH-REG-000048,ENT-REG-000008,lifecycle_summary,Simplified lifecycle explanation.,Text,Yes,Yes,lifecycle_stage,,Domain Constraint,,Derived,Public,Regulation currently active.,Low,
SCH-REG-000049,ENT-REG-000009,interpretation_type,Interpretation classification.,Enumeration,Yes,No,,,Reference Integrity,Interpretation Type Master,Regulatory,Internal,Business Interpretation,High,
SCH-REG-000050,ENT-REG-000009,interpretation_context,Business context.,Enumeration,Yes,No,,,Reference Integrity,Business Context Master,Business,Internal,Claim Settlement,High,
SCH-REG-000051,ENT-REG-000009,interpretation_text,Structured interpretation.,Text,Yes,No,,,Required,,Business,Restricted,Settlement must occur within prescribed timelines.,Critical,
SCH-REG-000052,ENT-REG-000009,interpretation_confidence,Interpretation confidence.,Decimal,Yes,Yes,llm_reasoner,,Percentage Range,,AI Generated,Internal,98,High,
SCH-REG-000053,ENT-REG-000009,interpretation_summary,Simplified interpretation explanation.,Text,Yes,Yes,interpretation_text,,Domain Constraint,,Derived,Public,Rule requires timely settlement.,Low,
SCH-REG-000054,ENT-REG-000010,knowledge_quality_score,Overall regulatory knowledge quality.,Decimal,Yes,Yes,knowledge_engine,,Value Range,,AI Generated,Internal,97,Critical,
SCH-REG-000055,ENT-REG-000010,consistency_score,Consistency score.,Decimal,Yes,Yes,reasoning_engine,,Value Range,,AI Generated,Internal,96,High,
SCH-REG-000056,ENT-REG-000010,coverage_score,Business coverage score.,Decimal,Yes,Yes,knowledge_graph,,Value Range,,AI Generated,Internal,94,High,
SCH-REG-000057,ENT-REG-000010,conflict_indicator,Conflicting rule indicator.,Boolean,Yes,Yes,conflict_detector,,Domain Constraint,,AI Generated,Internal,False,Critical,
SCH-REG-000058,ENT-REG-000010,missing_rule_indicator,Missing rule indicator.,Boolean,Yes,Yes,coverage_analyzer,,Domain Constraint,,AI Generated,Internal,False,High,
SCH-REG-000059,ENT-REG-000010,assessment_confidence,Assessment confidence.,Decimal,Yes,Yes,assessment_engine,,Percentage Range,,AI Generated,Internal,99,High,
SCH-REG-000060,ENT-REG-000010,optimization_recommendation,Recommendation for improving regulatory knowledge.,Text,No,Yes,assessment_engine,,Domain Constraint,,AI Generated,Internal,Link latest IRDAI circular.,Medium,
SCH-REG-000061,ENT-REG-000010,reasoning_trace,Machine-readable reasoning trace.,Text,Yes,Yes,reasoning_engine,,Domain Constraint,,AI Generated,Restricted,Rule A → Rule B → Decision,Critical,
SCH-REG-000062,ENT-REG-000010,regulatory_intelligence_summary,Natural-language explanation of applicable regulations.,Text,Yes,Yes,llm_reasoner,,Domain Constraint,,AI Generated,Public,Applicable IRDAI regulations identified successfully.,Critical,

