schema_id,entity_id,attribute_name,business_definition,data_type,required,derived,derived_from,default_value,validation_rule,reference_catalog,collection_source,privacy_class,example_value,ai_importance,remarks
SCH-DOC-000013,ENT-DOC-000002,page_count,Number of pages.,Integer,Yes,Yes,document_parser,,Positive Number,,Derived,Internal,6,Medium,
SCH-DOC-000014,ENT-DOC-000002,language,Detected document language.,Enumeration,Yes,Yes,ocr_engine,,Reference Integrity,Language Master,Derived,Internal,English,Medium,
SCH-DOC-000015,ENT-DOC-000002,checksum,SHA-256 checksum.,String,Yes,No,,,Required,,System,Internal,abc123...,High,
SCH-DOC-000016,ENT-DOC-000002,metadata_summary,Simplified metadata explanation.,Text,Yes,Yes,page_count,,Domain Constraint,,Derived,Public,Complete PDF document.,Low,
SCH-DOC-000017,ENT-DOC-000003,classification_method,Method used for document classification.,Enumeration,Yes,No,,,Reference Integrity,Classification Method Master,Business,Internal,AI Classifier,Medium,
SCH-DOC-000018,ENT-DOC-000003,classification_label,Assigned document label.,Enumeration,Yes,No,,,Reference Integrity,Document Label Master,Business,Internal,Driving Licence,Critical,
SCH-DOC-000019,ENT-DOC-000003,classification_confidence,Classification confidence.,Decimal,Yes,Yes,classification_engine,,Percentage Range,,AI Generated,Internal,98,High,
SCH-DOC-000020,ENT-DOC-000003,classification_status,Current classification status.,Enumeration,Yes,Yes,workflow,,Reference Integrity,Workflow Status Master,Derived,Internal,Completed,Medium,
SCH-DOC-000021,ENT-DOC-000003,primary_label,Primary business label.,String,Yes,Yes,classification_engine,,Domain Constraint,,Derived,Public,Policy Certificate,Medium,
SCH-DOC-000022,ENT-DOC-000003,multi_label_indicator,Multiple labels indicator.,Boolean,Yes,No,,,,,Business,Internal,False,Low,
SCH-DOC-000023,ENT-DOC-000003,classification_summary,Simplified classification explanation.,Text,Yes,Yes,classification_label,,Domain Constraint,,Derived,Public,Policy certificate detected.,Low,
SCH-DOC-000024,ENT-DOC-000004,ocr_engine,OCR engine used.,String,Yes,No,,,Required,,System,Internal,Tesseract,Medium,
SCH-DOC-000025,ENT-DOC-000004,extracted_text,Extracted document text.,Text,Yes,Yes,ocr_engine,,Domain Constraint,,Derived,Restricted,Vehicle Registration...,Critical,
SCH-DOC-000026,ENT-DOC-000004,ocr_confidence,OCR confidence score.,Decimal,Yes,Yes,ocr_engine,,Percentage Range,,AI Generated,Internal,97,High,
SCH-DOC-000027,ENT-DOC-000004,detected_entities,Named entities extracted from document.,Text,Yes,Yes,ner_engine,,Domain Constraint,,AI Generated,Restricted,Registration Number;Owner Name,Critical,
SCH-DOC-000028,ENT-DOC-000004,detected_tables,Structured tables extracted.,Text,No,Yes,table_parser,,Domain Constraint,,AI Generated,Restricted,Invoice Table,Medium,
SCH-DOC-000029,ENT-DOC-000004,ocr_status,OCR workflow status.,Enumeration,Yes,Yes,workflow,,Reference Integrity,Workflow Status Master,Derived,Internal,Completed,Medium,
SCH-DOC-000030,ENT-DOC-000004,ocr_summary,Simplified OCR explanation.,Text,Yes,Yes,ocr_confidence,,Domain Constraint,,Derived,Public,Registration details extracted.,Low,
SCH-DOC-000031,ENT-DOC-000005,validation_status,Validation status.,Enumeration,Yes,Yes,validation_engine,,Reference Integrity,Validation Status Master,Derived,Internal,Passed,Critical,
SCH-DOC-000032,ENT-DOC-000005,integrity_verification,Integrity verification result.,Boolean,Yes,Yes,checksum,,Domain Constraint,,Derived,Internal,True,Critical,
SCH-DOC-000033,ENT-DOC-000005,authenticity_verification,Authenticity verification result.,Boolean,Yes,Yes,validation_engine,,Domain Constraint,,AI Generated,Internal,True,Critical,
SCH-DOC-000034,ENT-DOC-000005,tampering_indicator,Tampering detection result.,Boolean,Yes,Yes,tampering_engine,,Domain Constraint,,AI Generated,Internal,False,Critical,
SCH-DOC-000035,ENT-DOC-000005,validation_confidence,Validation confidence.,Decimal,Yes,Yes,validation_engine,,Percentage Range,,AI Generated,Internal,99,Medium,
SCH-DOC-000036,ENT-DOC-000005,validation_summary,Simplified validation explanation.,Text,Yes,Yes,validation_status,,Domain Constraint,,Derived,Public,Document validated successfully.,Low,
SCH-DOC-000037,ENT-DOC-000006,related_entity_type,Linked business entity type.,Enumeration,Yes,No,,,Reference Integrity,Entity Type Master,Business,Internal,Policy,Medium,
SCH-DOC-000038,ENT-DOC-000006,related_entity_identifier,Linked business identifier.,Identifier,Yes,No,,,Reference Integrity,Entity Identifier Master,Business,Internal,POL-100001,Medium,
SCH-DOC-000039,ENT-DOC-000006,relationship_type,Relationship classification.,Enumeration,Yes,No,,,Reference Integrity,Relationship Type Master,Business,Internal,Supporting Document,Medium,
SCH-DOC-000040,ENT-DOC-000006,primary_document_indicator,Primary document indicator.,Boolean,Yes,No,,,,,Business,Internal,True,Low,
SCH-DOC-000041,ENT-DOC-000006,relationship_summary,Simplified relationship explanation.,Text,Yes,Yes,relationship_type,,Domain Constraint,,Derived,Public,Linked to policy and claim.,Low,
SCH-DOC-000042,ENT-DOC-000007,version_number,Current version number.,Integer,Yes,No,,,Positive Number,,Business,Internal,2,Medium,
SCH-DOC-000043,ENT-DOC-000007,previous_version_identifier,Previous version identifier.,Identifier,No,No,,,Reference Integrity,Version Identifier Master,Business,Internal,VER-100000,Low,
SCH-DOC-000044,ENT-DOC-000007,current_version_indicator,Current version indicator.,Boolean,Yes,Yes,version_history,,Domain Constraint,,Derived,Internal,True,Medium,
SCH-DOC-000045,ENT-DOC-000007,version_summary,Simplified version explanation.,Text,Yes,Yes,version_number,,Domain Constraint,,Derived,Public,Current version 2.,Low,
SCH-DOC-000046,ENT-DOC-000008,storage_provider,Underlying storage provider.,String,Yes,No,,,Required,,Infrastructure,Internal,S3 Compatible,Medium,
SCH-DOC-000047,ENT-DOC-000008,storage_location,Logical storage location.,String,Yes,No,,,Required,,Infrastructure,Restricted,/documents/policy/,Medium,
SCH-DOC-000048,ENT-DOC-000008,encryption_status,Encryption enabled indicator.,Boolean,Yes,No,,,,,Infrastructure,Internal,True,Critical,
SCH-DOC-000049,ENT-DOC-000008,retention_policy,Retention policy applied.,Enumeration,Yes,No,,,Reference Integrity,Retention Policy Master,Regulatory,Internal,7 Years,High,
SCH-DOC-000050,ENT-DOC-000008,archive_status,Archive status.,Boolean,Yes,Yes,lifecycle_stage,,Domain Constraint,,Derived,Internal,False,Low,
SCH-DOC-000051,ENT-DOC-000008,storage_summary,Simplified storage explanation.,Text,Yes,Yes,storage_provider,,Domain Constraint,,Derived,Public,Encrypted object storage.,Low,
SCH-DOC-000052,ENT-DOC-000009,lifecycle_stage,Current lifecycle stage.,Enumeration,Yes,Yes,workflow,,Reference Integrity,Lifecycle Stage Master,Derived,Internal,Validated,Critical,
SCH-DOC-000053,ENT-DOC-000009,approval_status,Approval status.,Enumeration,Yes,Yes,approval_workflow,,Reference Integrity,Approval Status Master,Derived,Internal,Approved,Medium,
SCH-DOC-000054,ENT-DOC-000009,expiry_status,Expiry status.,Boolean,Yes,Yes,validation_engine,,Domain Constraint,,Derived,Internal,False,Medium,
SCH-DOC-000055,ENT-DOC-000009,lifecycle_summary,Simplified lifecycle explanation.,Text,Yes,Yes,lifecycle_stage,,Domain Constraint,,Derived,Public,Document active and validated.,Low,
SCH-DOC-000056,ENT-DOC-000010,document_quality_score,Overall document quality score.,Decimal,Yes,Yes,assessment_engine,,Value Range,,AI Generated,Internal,96,Critical,
SCH-DOC-000057,ENT-DOC-000010,readability_score,OCR readability score.,Decimal,Yes,Yes,ocr_engine,,Value Range,,AI Generated,Internal,98,High,
SCH-DOC-000058,ENT-DOC-000010,completeness_score,Document completeness score.,Decimal,Yes,Yes,validation_engine,,Value Range,,AI Generated,Internal,95,High,
SCH-DOC-000059,ENT-DOC-000010,authenticity_score,Estimated authenticity score.,Decimal,Yes,Yes,authenticity_engine,,Value Range,,AI Generated,Internal,99,Critical,
SCH-DOC-000060,ENT-DOC-000010,assessment_confidence,Confidence associated with document assessment.,Decimal,Yes,Yes,assessment_engine,,Percentage Range,,AI Generated,Internal,98,High,
SCH-DOC-000061,ENT-DOC-000010,optimization_recommendation,AI recommendation to improve document quality.,Text,No,Yes,optimization_engine,,Domain Constraint,,AI Generated,Internal,Upload higher resolution scan.,Medium,
SCH-DOC-000062,ENT-DOC-000010,document_intelligence_summary,Natural-language understanding of the document.,Text,Yes,Yes,llm_pipeline,,Domain Constraint,,AI Generated,Restricted,Policy certificate extracted successfully with verified customer and vehicle details.,Critical,

