schema_id,entity_id,attribute_name,business_definition,data_type,required,derived,derived_from,default_value,validation_rule,reference_catalog,collection_source,privacy_class,example_value,ai_importance,remarks
SCH-CLM-000052,ENT-CLM-000009,closure_date,Final closure date.,Date,No,No,,,ISO Date,,Business,Internal,2026-08-20,Medium,
SCH-CLM-000053,ENT-CLM-000009,turnaround_time,Processing turnaround time.,Integer,Yes,Yes,registration_date;closure_date,,Positive Number,,Derived,Internal,8,Medium,
SCH-CLM-000054,ENT-CLM-000009,sla_compliance,SLA compliance status.,Boolean,Yes,Yes,sla_engine,,Domain Constraint,,Derived,Internal,True,Medium,
SCH-CLM-000055,ENT-CLM-000009,lifecycle_summary,Simplified lifecycle explanation.,Text,Yes,Yes,lifecycle_stage,,Domain Constraint,,Derived,Public,Claim settled successfully.,Low,
SCH-CLM-000056,ENT-CLM-000010,fraud_risk_score,Composite fraud risk score.,Decimal,Yes,Yes,fraud_engine,,Value Range,,AI Generated,Internal,8.5,Critical,
SCH-CLM-000057,ENT-CLM-000010,fraud_risk_level,Fraud risk classification.,Enumeration,Yes,Yes,fraud_risk_score,,Reference Integrity,Risk Level Master,AI Generated,Internal,Low,Critical,
SCH-CLM-000058,ENT-CLM-000010,investigation_required,Whether fraud investigation is required.,Boolean,Yes,Yes,fraud_engine,,Domain Constraint,,AI Generated,Internal,False,High,
SCH-CLM-000059,ENT-CLM-000010,fraud_indicators,Detected fraud indicators.,Text,No,Yes,analytics_engine,,Domain Constraint,,AI Generated,Internal,None,High,
SCH-CLM-000060,ENT-CLM-000010,fraud_summary,Simplified fraud explanation.,Text,Yes,Yes,fraud_risk_level,,Domain Constraint,,Derived,Public,Low fraud risk.,Low,
SCH-CLM-000061,ENT-CLM-000011,claim_confidence,Confidence associated with claim assessment.,Decimal,Yes,Yes,assessment_engine,,Percentage Range,,AI Generated,Internal,97.0,High,
SCH-CLM-000062,ENT-CLM-000011,recommendation_summary,Natural-language explanation supporting claim decision.,Text,Yes,Yes,recommendation_engine,,Domain Constraint,,AI Generated,Public,Approve claim based on verified coverage and survey.,Critical,
SCH-CLM-000063,ENT-CLM-000011,assessment_version,Assessment methodology version.,String,Yes,No,,,Required,,Internal System,Internal,1.0.0,Low,
SCH-CLM-000064,ENT-CLM-000011,assessment_timestamp,Timestamp of latest assessment.,DateTime,Yes,Yes,assessment_pipeline,,ISO DateTime,,Internal System,Internal,2026-08-18T14:30:00,Low,
SCH-CLM-000065,ENT-CLM-000011,claim_assessment_summary,Overall explanation of claim outcome.,Text,Yes,Yes,recommendation_summary,,Domain Constraint,,AI Generated,Public,Valid covered claim settled successfully.,High,
