schema_id,entity_id,attribute_name,business_definition,data_type,required,derived,derived_from,default_value,validation_rule,reference_catalog,collection_source,privacy_class,example_value,ai_importance,remarks
SCH-REP-000034,ENT-REP-000005,labor_identifier,Unique labor activity identifier.,Identifier,Yes,No,,,Required;Unique,,Internal System,Internal,LAB-100001,Medium,
SCH-REP-000035,ENT-REP-000005,labor_type,Classification of labor activity.,Enumeration,Yes,No,,,Reference Integrity,Labor Type Master,Business,Internal,Body Repair,Medium,
SCH-REP-000036,ENT-REP-000005,assigned_technician,Assigned technician.,String,Yes,No,,,,,Workshop,Internal,Rajesh Kumar,Medium,
SCH-REP-000037,ENT-REP-000005,labor_hours,Required labor hours.,Decimal,Yes,No,,,Positive Number,,Workshop,Internal,8,Medium,
SCH-REP-000038,ENT-REP-000005,labor_cost,Labor cost.,Decimal,Yes,No,,,Positive Number,,Workshop,Confidential,9000,Critical,
SCH-REP-000039,ENT-REP-000005,labor_status,Current labor status.,Enumeration,Yes,Yes,labor_workflow,,Reference Integrity,Workflow Status Master,Derived,Internal,Completed,Medium,
SCH-REP-000040,ENT-REP-000005,labor_summary,Simplified labor explanation.,Text,Yes,Yes,labor_type,,Domain Constraint,,Derived,Public,Body repair completed.,Low,
SCH-REP-000041,ENT-REP-000006,current_stage,Current repair stage.,Enumeration,Yes,Yes,workflow_engine,,Reference Integrity,Repair Stage Master,Derived,Internal,Painting,Critical,
SCH-REP-000042,ENT-REP-000006,completion_percentage,Repair completion percentage.,Decimal,Yes,Yes,workflow_engine,,Percentage Range,,Derived,Internal,75,High,
SCH-REP-000043,ENT-REP-000006,expected_completion_date,Expected completion date.,Date,Yes,Yes,planning_engine,,ISO Date,,Derived,Internal,2026-08-20,Medium,
SCH-REP-000044,ENT-REP-000006,delay_indicator,Repair delay indicator.,Boolean,Yes,Yes,schedule_engine,,Domain Constraint,,Derived,Internal,False,Medium,
SCH-REP-000045,ENT-REP-000006,repair_duration,Actual repair duration.,Integer,Yes,Yes,start_date;completion_date,,Positive Number,,Derived,Internal,5,Medium,
SCH-REP-000046,ENT-REP-000006,progress_summary,Simplified progress explanation.,Text,Yes,Yes,completion_percentage,,Domain Constraint,,Derived,Public,Repair 75% complete.,Low,
SCH-REP-000047,ENT-REP-000007,inspection_identifier,Unique inspection identifier.,Identifier,Yes,No,,,Required;Unique,,Internal System,Internal,INS-100001,Medium,
SCH-REP-000048,ENT-REP-000007,inspection_stage,Inspection stage.,Enumeration,Yes,No,,,Reference Integrity,Inspection Stage Master,Business,Internal,Pre Repair,Medium,
SCH-REP-000049,ENT-REP-000007,inspection_result,Inspection outcome.,Enumeration,Yes,Yes,inspection_engine,,Reference Integrity,Inspection Result Master,Derived,Internal,Passed,Critical,
SCH-REP-000050,ENT-REP-000007,rework_required,Rework requirement.,Boolean,Yes,Yes,inspection_result,,Domain Constraint,,Derived,Internal,False,High,
SCH-REP-000051,ENT-REP-000007,inspection_summary,Simplified inspection explanation.,Text,Yes,Yes,inspection_result,,Domain Constraint,,Derived,Public,Vehicle passed inspection.,Low,
SCH-REP-000052,ENT-REP-000008,quality_score,Overall repair quality score.,Decimal,Yes,Yes,quality_engine,,Value Range,,Derived,Internal,96,Critical,
SCH-REP-000053,ENT-REP-000008,road_test_status,Road test result.,Enumeration,Yes,Yes,road_test_engine,,Reference Integrity,Road Test Status Master,Derived,Internal,Passed,High,
SCH-REP-000054,ENT-REP-000008,customer_acceptance,Customer acceptance indicator.,Boolean,Yes,No,,,,,Customer,Internal,True,Medium,
SCH-REP-000055,ENT-REP-000008,quality_summary,Simplified QA explanation.,Text,Yes,Yes,quality_score,,Domain Constraint,,Derived,Public,Vehicle passed final QA.,Low,
SCH-REP-000056,ENT-REP-000009,invoice_identifier,Unique invoice identifier.,Identifier,Yes,No,,,Required;Unique,,Internal System,Internal,INV-100001,Medium,
SCH-REP-000057,ENT-REP-000009,invoice_amount,Total invoice amount.,Decimal,Yes,No,,,Positive Number,,Workshop,Confidential,42500,Critical,
SCH-REP-000058,ENT-REP-000009,invoice_status,Invoice status.,Enumeration,Yes,Yes,invoice_workflow,,Reference Integrity,Invoice Status Master,Derived,Internal,Paid,Medium,
SCH-REP-000059,ENT-REP-000009,payment_status,Payment status.,Enumeration,Yes,Yes,payment_engine,,Reference Integrity,Payment Status Master,Derived,Internal,Settled,Medium,
SCH-REP-000060,ENT-REP-000009,invoice_summary,Simplified invoice explanation.,Text,Yes,Yes,invoice_amount,,Domain Constraint,,Derived,Public,Repair invoice ₹42,500.,Low,
SCH-REP-000061,ENT-REP-000010,completion_date,Repair completion date.,Date,Yes,No,,,ISO Date,,Business,Internal,2026-08-19,Medium,
SCH-REP-000062,ENT-REP-000010,vehicle_delivery_date,Vehicle delivery date.,Date,Yes,No,,,ISO Date,,Business,Internal,2026-08-20,Medium,
SCH-REP-000063,ENT-REP-000010,customer_satisfaction_score,Customer satisfaction score.,Decimal,Yes,Yes,feedback_engine,,Value Range,,Derived,Internal,4.9,High,
SCH-REP-000064,ENT-REP-000010,repair_outcome,Overall repair outcome.,Enumeration,Yes,Yes,quality_engine,,Reference Integrity,Repair Outcome Master,Derived,Internal,Successful,Critical,
SCH-REP-000065,ENT-REP-000010,repair_confidence,AI confidence associated with repair assessment.,Decimal,Yes,Yes,assessment_engine,,Percentage Range,,AI Generated,Internal,98,High,
SCH-REP-000066,ENT-REP-000010,optimization_recommendation,AI recommendation for improving repair workflow.,Text,No,Yes,optimization_engine,,Domain Constraint,,AI Generated,Internal,Use OEM inventory earlier.,Medium,
SCH-REP-000067,ENT-REP-000010,repair_completion_summary,Simplified explanation of completed repair.,Text,Yes,Yes,repair_outcome,,Domain Constraint,,Derived,Public,Vehicle repaired and delivered successfully.,High,
